14,2021214136,1,1
15,2021214135,1,1
16,2021214135,2,1
18,2021214136,2,1
19,2021214136,3,1
21,2021214183,3,1
23,2020213700,1,1
24,2021214175,1,1
25,2021214175,3,1
26,2021214175,2,1
27,2021214175,4,1
28,2021214149,1,1
30,2021214149,2,1
31,2021214149,3,1
32,2021214149,4,1
34,2021214195,1,1
35,2021214153,2,1
36,2021214169,2,1
37,2021214157,4,1
39,2021214180,23,1
40,2021214149,23,1
41,2021214149,24,1
42,2021214149,25,1
43,2021214149,26,1
45,2021214175,23,1
46,2021214175,24,1
47,2021214175,25,1
48,2021214175,26,1
49,2021214157,23,1
50,2021214157,25,1
51,2021214157,26,1
52,2021214175,5,1
53,2021214175,6,1
54,2021214175,8,1
55,2021214175,9,1
56,2021214175,22,1
57,2021214167,11,1
58,2021214167,12,1
59,2021214175,10,1
60,2021214175,11,1
61,2021214175,12,1
62,2021214139,10,1
63,2021214167,14,1
64,2021214167,15,1
65,2021214134,14,1
66,2021214175,14,1
67,2021214175,15,1
68,2021214175,16,1
69,2021214175,17,1
70,2021214175,18,1
71,2021214175,19,1
72,2021214175,20,1
73,2021214175,21,1
